train_loss, train_acc_all, train_acc_mean, train_jacc, train_dice, val_loss, val_acc_all, val_acc_mean, val_jacc, val_dice, 
0.4680, 0.6950, 0.5674, 0.4280, 0.5334, 0.3130, 0.7351, 0.7109, 0.5922, 0.6955, 
0.3148, 0.7318, 0.7194, 0.5839, 0.6860, 0.3234, 0.7188, 0.7027, 0.5743, 0.6850, 
0.3101, 0.7364, 0.7239, 0.5901, 0.6906, 0.3352, 0.7243, 0.6811, 0.5603, 0.6731, 
0.3038, 0.7403, 0.7298, 0.5984, 0.6968, 0.2981, 0.7427, 0.7227, 0.6076, 0.7101, 
0.3008, 0.7435, 0.7324, 0.6015, 0.6998, 0.3438, 0.7312, 0.6697, 0.5552, 0.6645, 
0.2985, 0.7468, 0.7330, 0.6058, 0.7022, 0.3111, 0.7421, 0.7030, 0.5910, 0.6972, 
0.2940, 0.7476, 0.7396, 0.6105, 0.7066, 0.3109, 0.7435, 0.7066, 0.5907, 0.6974, 
0.2917, 0.7489, 0.7432, 0.6132, 0.7090, 0.3237, 0.7238, 0.7068, 0.5750, 0.6845, 
0.2894, 0.7531, 0.7420, 0.6163, 0.7113, 0.3150, 0.7490, 0.6991, 0.5828, 0.6934, 
0.2877, 0.7548, 0.7478, 0.6177, 0.7129, 0.3173, 0.7305, 0.7064, 0.5832, 0.6910, 
0.2874, 0.7600, 0.7440, 0.6193, 0.7132, 0.3169, 0.7478, 0.7035, 0.5826, 0.6915, 
0.2828, 0.7628, 0.7472, 0.6240, 0.7178, 0.3097, 0.7330, 0.7204, 0.5915, 0.6985, 
0.2833, 0.7630, 0.7484, 0.6240, 0.7173, 0.2855, 0.7611, 0.7467, 0.6233, 0.7228, 
0.2818, 0.7660, 0.7505, 0.6258, 0.7188, 0.2959, 0.7520, 0.7306, 0.6100, 0.7124, 
0.2798, 0.7661, 0.7499, 0.6277, 0.7208, 0.3339, 0.7288, 0.6891, 0.5603, 0.6744, 
0.2788, 0.7697, 0.7505, 0.6298, 0.7218, 0.3266, 0.7521, 0.6818, 0.5708, 0.6816, 
0.2759, 0.7732, 0.7526, 0.6329, 0.7247, 0.3192, 0.7540, 0.6906, 0.5782, 0.6891, 
0.2749, 0.7705, 0.7559, 0.6333, 0.7257, 0.2906, 0.7627, 0.7296, 0.6128, 0.7176, 
0.2743, 0.7714, 0.7550, 0.6342, 0.7263, 0.2738, 0.7731, 0.7544, 0.6402, 0.7344, 
0.2744, 0.7721, 0.7539, 0.6350, 0.7262, 0.3470, 0.7418, 0.6696, 0.5476, 0.6613, 
0.2727, 0.7728, 0.7575, 0.6369, 0.7279, 0.2935, 0.7645, 0.7282, 0.6142, 0.7147, 
0.2752, 0.7732, 0.7552, 0.6347, 0.7254, 0.2692, 0.7732, 0.7630, 0.6456, 0.7391, 
0.2720, 0.7742, 0.7577, 0.6376, 0.7286, 0.3173, 0.7479, 0.7019, 0.5795, 0.6909, 
0.2721, 0.7752, 0.7555, 0.6378, 0.7285, 0.2772, 0.7620, 0.7619, 0.6361, 0.7310, 
0.2703, 0.7764, 0.7588, 0.6394, 0.7303, 0.2698, 0.7816, 0.7682, 0.6473, 0.7384, 
0.2686, 0.7795, 0.7594, 0.6420, 0.7320, 0.2845, 0.7685, 0.7421, 0.6216, 0.7237, 
0.2707, 0.7767, 0.7574, 0.6393, 0.7299, 0.2967, 0.7622, 0.7199, 0.6048, 0.7115, 
0.2693, 0.7785, 0.7598, 0.6406, 0.7312, 0.2999, 0.7560, 0.7258, 0.6011, 0.7083, 
0.2689, 0.7779, 0.7603, 0.6418, 0.7316, 0.3147, 0.7570, 0.6995, 0.5836, 0.6935, 
0.2682, 0.7800, 0.7599, 0.6430, 0.7324, 0.3096, 0.7501, 0.7135, 0.5888, 0.6986, 
0.2686, 0.7784, 0.7608, 0.6415, 0.7319, 0.2711, 0.7726, 0.7601, 0.6416, 0.7371, 
0.2665, 0.7797, 0.7613, 0.6443, 0.7340, 0.3220, 0.7509, 0.6924, 0.5752, 0.6862, 
0.2652, 0.7794, 0.7637, 0.6457, 0.7353, 0.3651, 0.7426, 0.6463, 0.5325, 0.6431, 
0.2677, 0.7790, 0.7600, 0.6435, 0.7329, 0.3151, 0.7542, 0.7035, 0.5850, 0.6931, 
0.2669, 0.7796, 0.7633, 0.6438, 0.7337, 0.3955, 0.7290, 0.6286, 0.5073, 0.6127, 
0.2666, 0.7801, 0.7633, 0.6451, 0.7339, 0.3379, 0.7542, 0.6762, 0.5578, 0.6703, 
