train_loss, train_acc_all, train_acc_mean, train_jacc, train_dice, val_loss, val_acc_all, val_acc_mean, val_jacc, val_dice, 
0.4314, 0.6763, 0.5681, 0.4652, 0.5691, 0.4089, 0.6636, 0.5956, 0.4902, 0.6000, 
0.3959, 0.6918, 0.5993, 0.4959, 0.6048, 0.3986, 0.7227, 0.5965, 0.5055, 0.6102, 
0.3834, 0.6987, 0.6128, 0.5067, 0.6174, 0.3885, 0.7244, 0.6083, 0.5145, 0.6202, 
0.3763, 0.7030, 0.6216, 0.5127, 0.6244, 0.3781, 0.6972, 0.6265, 0.5175, 0.6307, 
0.3713, 0.7055, 0.6253, 0.5180, 0.6293, 0.3886, 0.6697, 0.6208, 0.5054, 0.6202, 
0.4405, 0.6794, 0.5627, 0.4583, 0.5628, 0.4007, 0.6761, 0.6032, 0.4974, 0.6086, 
0.3907, 0.6970, 0.6050, 0.5007, 0.6103, 0.4047, 0.6560, 0.6074, 0.4919, 0.6052, 
0.3800, 0.7024, 0.6161, 0.5106, 0.6209, 0.3762, 0.7252, 0.6152, 0.5218, 0.6326, 
0.3766, 0.7060, 0.6205, 0.5125, 0.6242, 0.3717, 0.7111, 0.6340, 0.5251, 0.6371, 
0.3705, 0.7102, 0.6252, 0.5195, 0.6303, 0.3796, 0.6701, 0.6399, 0.5139, 0.6293, 
0.3731, 0.7102, 0.6240, 0.5159, 0.6276, 0.3731, 0.7147, 0.6245, 0.5235, 0.6357, 
0.3665, 0.7130, 0.6299, 0.5232, 0.6342, 0.3738, 0.7323, 0.6180, 0.5250, 0.6350, 
0.3632, 0.7179, 0.6322, 0.5265, 0.6375, 0.3596, 0.7148, 0.6469, 0.5354, 0.6491, 
0.3622, 0.7169, 0.6340, 0.5273, 0.6384, 0.3626, 0.7068, 0.6512, 0.5318, 0.6462, 
0.3613, 0.7180, 0.6351, 0.5282, 0.6394, 0.3622, 0.7236, 0.6368, 0.5344, 0.6465, 
0.3569, 0.7190, 0.6432, 0.5328, 0.6437, 0.3548, 0.7080, 0.6634, 0.5409, 0.6539, 
0.3528, 0.7220, 0.6468, 0.5371, 0.6479, 0.3537, 0.7367, 0.6446, 0.5450, 0.6550, 
0.3518, 0.7249, 0.6470, 0.5381, 0.6488, 0.3482, 0.7443, 0.6542, 0.5502, 0.6605, 
0.3501, 0.7262, 0.6490, 0.5393, 0.6506, 0.3552, 0.7377, 0.6392, 0.5434, 0.6536, 
0.3488, 0.7257, 0.6509, 0.5412, 0.6519, 0.3451, 0.7329, 0.6605, 0.5518, 0.6636, 
0.3473, 0.7272, 0.6527, 0.5429, 0.6533, 0.3484, 0.7209, 0.6663, 0.5483, 0.6603, 
0.3453, 0.7277, 0.6554, 0.5447, 0.6554, 0.3452, 0.7251, 0.6664, 0.5515, 0.6635, 
0.3440, 0.7294, 0.6564, 0.5460, 0.6566, 0.3463, 0.7270, 0.6581, 0.5504, 0.6625, 
0.3417, 0.7290, 0.6595, 0.5481, 0.6589, 0.3450, 0.7173, 0.6647, 0.5501, 0.6637, 
0.3440, 0.7301, 0.6559, 0.5459, 0.6567, 0.3436, 0.7266, 0.6639, 0.5526, 0.6651, 
0.3396, 0.7316, 0.6611, 0.5504, 0.6610, 0.3408, 0.7555, 0.6585, 0.5598, 0.6679, 
0.3383, 0.7331, 0.6615, 0.5516, 0.6623, 0.3381, 0.7306, 0.6679, 0.5577, 0.6706, 
0.3362, 0.7358, 0.6640, 0.5539, 0.6644, 0.3429, 0.7242, 0.6702, 0.5529, 0.6658, 
0.3375, 0.7350, 0.6630, 0.5519, 0.6631, 0.3397, 0.7263, 0.6744, 0.5566, 0.6691, 
0.3357, 0.7372, 0.6634, 0.5544, 0.6649, 0.3347, 0.7343, 0.6751, 0.5617, 0.6741, 
0.3336, 0.7377, 0.6665, 0.5560, 0.6670, 0.3358, 0.7423, 0.6809, 0.5605, 0.6729, 
0.3337, 0.7359, 0.6675, 0.5562, 0.6670, 0.3410, 0.7189, 0.6742, 0.5553, 0.6677, 
0.3333, 0.7380, 0.6665, 0.5567, 0.6673, 0.3296, 0.7456, 0.6809, 0.5669, 0.6792, 
0.3306, 0.7402, 0.6686, 0.5591, 0.6700, 0.3340, 0.7275, 0.6809, 0.5620, 0.6748, 
0.3288, 0.7402, 0.6724, 0.5607, 0.6718, 0.3327, 0.7575, 0.6733, 0.5661, 0.6760, 
